date,content,username,like_count,retweet_count
2022-11-18 10:50:33+00:00,"A mega lap from Hamilton who goes fastest with a 1:26:633 ⏱️

It's a Mercedes 1-2 at the moment, with Russell just behind

#AbuDhabiGP #F1 https://t.co/8gL3o9hCer",F1,8645,321
2022-11-18 10:43:52+00:00,"40/60 MINUTES FP1 CLASS

Sergio Perez remains the fastest driver of FP1 thus far

20 minutes of the session to go! ⏱️

#AbuDhabiGP #F1 https://t.co/lQNQQvHoT4",F1,1998,118
2022-11-18 10:32:48+00:00,"There's a spin for Logan Sargeant at Turn 1 

He just managed to avoid the barriers and is back on track

#AbuDhabiGP #F1 https://t.co/xOjL8DWlhg",F1,2492,103
2022-11-18 10:27:48+00:00,"""Can we push? Sorry, I'm used to driving further down"" 📻

Liam Lawson who's in for Max Verstappen, forgets that he needs to pit at the Red Bull garage for this session 🫣

#AbuDhabiGP #F1 https://t.co/0bWTaRTK2D",F1,8514,194
2022-11-18 10:23:43+00:00,"20/60 MINUTES FP1 CLASS

Sergio Perez tops the charts early on in Abu Dhabi ⏱️

#AbuDhabiGP #F1 https://t.co/C7SaV5ryMC",F1,4302,210
2022-11-18 10:20:10+00:00,"Fernando watches on 👋

Jack Doohan is in for the Spaniard 🔁

#AbuDhabiGP #F1 https://t.co/u9pbHpWxZv",F1,2253,113
2022-11-18 10:10:47+00:00,"Welcome, Felipe Drugovich 👋

Our F2 world champion is getting his first taste of an F1 weekend 👊

#AbuDhabiGP #F1 https://t.co/CvHj0UXLyx",F1,8875,548
2022-11-18 10:07:04+00:00,"Nightmare start for Pato O'Ward 😩

He's in for Lando Norris, but there's something wrong with the car and he is now limping back to the pits 

#AbuDhabiGP #F1 https://t.co/0q6AJbhB9D",F1,3154,119
2022-11-18 10:02:28+00:00,"🟢 GREEN LIGHT! 🟢

We're up and running for FP1 🙌",F1,1476,107
2022-11-18 09:55:27+00:00,"Seb is here with his Dad 😊

His final FP1 session is coming up... 

#AbuDhabiGP #F1 https://t.co/kkW48CgeR4",F1,30650,2091
2022-11-18 09:32:35+00:00,"Eight drivers will stand in to replace teams' usual full-time drivers in FP1 

Here's who will drive 👇

#AbuDhabiGP #F1

https://t.co/nDYi456sCo",F1,1369,86
2022-11-18 09:21:30+00:00,"""Oh... look it's Daniel Ricciardo"" 😆🎾

#AbuDhabiGP #F1 https://t.co/g0THismeh2",F1,31332,2328
2022-11-18 08:02:00+00:00,"Countless memories... Seb couldn't pick just one! 🥰

#DankeSeb #F1 https://t.co/55wYNEoDnm",F1,5235,377
2022-11-18 07:04:00+00:00,"Introducing... Track Dominance 💫

The latest F1 Insight which helps tell us which driver is better in different parts of the track, powered by @awscloud 📊

#F1Insights https://t.co/0ScsrXUjJe",F1,1643,79
2022-11-17 22:13:01+00:00,"20 Drivers. All United.

#DankeSeb #F1 https://t.co/b1BILyiJvv",F1,64039,5426
2022-11-17 21:49:19+00:00,"Lewis x Seb 🔥

#DankeSeb #F1 https://t.co/Y4cPVEbQjH",F1,34341,2028
2022-11-17 21:33:00+00:00,"“The team knows that I always put the team up front… we have to communicate better” - Max

“It’s all been clear and now it’s time to look forward” - Checo

#AbuDhabiGP #F1 

https://t.co/pqkOs6cG8W",F1,4177,183
2022-11-17 21:09:00+00:00,"🫶

#DankeSeb https://t.co/byFMGuVFxS",F1,6761,449
2022-11-17 20:51:00+00:00,"Turning his world upside down 🙃

Nico Hulkenberg will be hanging around for 2023 👋

#AbuDhabiGP #F1 https://t.co/6OlpShdeC0",F1,4653,266
2022-11-17 20:04:00+00:00,"The battle for P2...

@SChecoPerez 🆚 @Charles_Leclerc 

#AbuDhabiGP #F1 https://t.co/o9QVsGOIxt",F1,5213,256
2022-11-17 19:20:00+00:00,"🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆

#AbuDhabiGP #F1 https://t.co/uEXbGP3Vd9",F1,49117,2917
2022-11-17 18:55:00+00:00,"Disappointed but determined 👊

Mick Schumacher on his Haas departure 

#AbuDhabiGP #F1 https://t.co/cqffOHSUsY",F1,5660,306
2022-11-17 18:29:08+00:00,"⚔️ The battle for second
🥺 Drivers departing...
👀 And more!

Here's all the season finale storylines 🌅

#AbuDhabiGP #F1 

https://t.co/w1omPT0VCL",F1,1151,67
2022-11-17 18:07:21+00:00,"🏆 53 Wins
🍾 122 Podiums
⏱️ 57 Pole Positions

Sebastian Vettel looks back on his 298 races, ahead of his 299th and final outing 💚

#DankeSeb #F1",F1,12466,1419
2022-11-17 17:26:00+00:00,"You never forget your first...

An incredible maiden win from Seb ✨

#DankeSeb #F1 https://t.co/MLkyEPwjzV",F1,11113,958
2022-11-17 16:52:00+00:00,"K-Mag on partnering up with Hulkenberg in 2023 💪

And *THAT* comment in 2017 😂

#F1 @HaasF1Team https://t.co/Cieq1R3CQe",F1,7872,407
2022-11-17 16:14:31+00:00,"Charles Leclerc dismisses the rumours circling his team ⬇️

#AbuDhabiGP #F1 

https://t.co/RdA7DafDjf",F1,1989,81
2022-11-17 15:45:04+00:00,"Seb: “From Baku onwards…”

Lewis: “Our friendship got better” 🥰

Oh, and @LewisHamilton thinks Seb will be back! 😆

#DankeSeb #F1 https://t.co/ZXntyYWebG",F1,27600,2117
2022-11-17 15:16:16+00:00,"Eyeing up a return 👊

Mick Schumacher on how he's focused on the future 👀⬇️

#AbuDhabiGP #F1 

https://t.co/NMTVV46mlL",F1,2021,121
2022-11-17 14:56:00+00:00,"From one champion to another ❤️

@alo_oficial pays tribute to Seb with this incredible helmet design 💫

#DankeSeb #F1 https://t.co/pfhXNAppha",F1,22434,1643
2022-11-17 14:22:35+00:00,"It's going to be an emotional one 🥺💚

#DankeSeb #F1 https://t.co/GQ7qb9etWU",F1,10617,771
2022-11-17 14:07:17+00:00,"😎 S E B 😎

#AbuDhabiGP #F1 https://t.co/Ot2vwwxpJY",F1,17089,653
2022-11-17 12:37:37+00:00,"In 2007 we were introduced to Sebastian Vettel for the first time 👋

This weekend we prepare to say goodbye 🥺

#DankeSeb #F1 https://t.co/dbyolZdLuP",F1,15284,1710
2022-11-17 11:55:18+00:00,"""As a team we made some mistakes in Brazil""

#F1
https://t.co/R730GnUiRO",F1,2683,119
2022-11-17 11:44:07+00:00,"Mighty Mick Schumacher's battle against Lewis Hamilton in Austria ⚔️

#F1 https://t.co/Uj9OIMu5n8",F1,4381,278
2022-11-17 10:52:22+00:00,"One of Mick Schumacher's finest weekends in Formula 1 ✨

Fending off a 7-time world champion and achieving a double-points finish in both the Sprint and race 💪

#F1 https://t.co/CAFn5bDkUR",F1,5443,393
2022-11-17 10:06:18+00:00,"We're going to miss Seb and Mick on the grid 🥹

#F1 https://t.co/XuOnHRqioo",F1,23863,1825
2022-11-17 09:13:32+00:00,"The Incredible Hulk is BACK! 💪

The German driver returns to the grid with @HaasF1Team for 2023 🙌

#F1 https://t.co/8D4ZOQ19qY",F1,5887,484
2022-11-17 07:22:51+00:00,"The 2023 grid is almost complete 

#F1 https://t.co/teKHtj9axe",F1,44432,3468
2022-11-17 06:36:57+00:00,"What might Mick's next move be?

F1 correspondent Lawrence Barretto has the latest 👇

https://t.co/722DuSpVlW",F1,2364,143
2022-11-17 06:05:09+00:00,"Nico Hulkenberg makes his full-time return to F1 with Haas and will be in the car for post-season testing on Tuesday  
https://t.co/MItfbWtTKM",F1,2409,142
2022-11-17 05:59:34+00:00,"Nico Hulkenberg will team up with Kevin Magnussen at @HaasF1Team in 2023

#F1 https://t.co/thZzejU4yI",F1,87580,6573
2022-11-17 05:52:50+00:00,"""My fire burns for Formula 1 and I will fight hard to return to the starting grid"" - Mick Schumacher

https://t.co/sZfLAQGUW0",F1,4370,214
2022-11-17 05:51:56+00:00,"Mick Schumacher will leave Haas at the end of the season

#F1 https://t.co/Tnz004sRS0",F1,58675,3762
2022-11-16 21:05:00+00:00,"“I’m very happy and proud to have worked alongside such a talented and dedicated group of people""

As he prepares for his final race, Sebastian Vettel looks back on his time with @AstonMartinF1 👍

#AbuDhabiGP #F1 

https://t.co/ZhAvpjFZp4",F1,2688,192
2022-11-16 20:51:17+00:00,"Ahead of his final race in F1, hear from Seb in the latest Beyond the Grid podcast, available now in all the usual places! https://t.co/0Iybncm2NP",F1,835,51
2022-11-16 20:33:00+00:00,"It's going to be competitive and emotional 

Here's what to look out for as the final act of the 2022 season draws near

#AbuDhabiGP #F1 

https://t.co/lkZUK1ruSq",F1,1295,62
2022-11-16 19:45:00+00:00,"What a guy ❤️

#DankeSeb #F1 https://t.co/GtUIUP299d",F1,96746,7398
2022-11-16 19:17:00+00:00,"Donuts don't get more tasty than this! 👌

#AbuDhabiGP #F1 https://t.co/dpADg2Ddfb",F1,9296,701
2022-11-16 18:32:00+00:00,"Team orders at Interlagos 👀

@JolyonPalmer takes a closer look at a major talking point from Sunday, and how Verstappen's refusal to help Perez could have consequences down the line 🔍

#BrazilGP #F1 

https://t.co/jqrk4YKt3f",F1,1451,101
2022-11-16 17:46:00+00:00,"The one and only Sebastian Vettel is our special guest on #F1BeyondTheGrid this week 🙌

As he prepares to hang up his helmet, the hugely popular German reflects on his ground-breaking F1 career

#F1 #DankeSeb  

https://t.co/l0mppnCedV",F1,2391,190
2022-11-16 17:21:59+00:00,"Hero, rival, mentor...

What a legacy Seb is leaving on and off the track 😍 

#DankeSeb #F1 https://t.co/QOKviHNTE1",F1,8593,832
2022-11-16 17:01:00+00:00,"Seb's third straight world title 🏆🏆🏆

In his prime Vettel was an irresistible force 💪

#DankeSeb #F1 https://t.co/mbdiXI3Nwd",F1,7915,722
2022-11-16 15:45:00+00:00,"Always the entertainer ❤️

#DankeSeb #F1 https://t.co/LGGdDevgcw",F1,46685,5264
2022-11-16 15:01:09+00:00,"All the Power Rankings details from Sao Paulo 👇

#BrazilGP @aramco 

https://t.co/cA6wjRumD5",F1,452,32
2022-11-16 14:59:33+00:00,"Top of the class for @GeorgeRussell63 💪

The latest @aramco Power Rankings are in! 

#BrazilGP #F1 https://t.co/hdqr8S3L6N",F1,11532,400
2022-11-16 14:17:00+00:00,"What are your favourite Sebastian Vettel memories?

#DankeSeb #F1",F1,13196,342
2022-11-16 14:01:00+00:00,"He started his F1 career at Interlagos and now George Russell has added a glorious new chapter to what promises to be a storied career.

David Tremayne hails ""a real racer"" whose talent and emotions show off the best of the sport 

#BrazilGP #F1 

https://t.co/U43A7hXstE",F1,1516,80
2022-11-16 13:47:52+00:00,@MercedesAMGF1 Iconic,F1,2239,28
2022-11-16 13:25:26+00:00,"What was your favourite overtake from the #BrazilGP?

Get those votes in! 📮 

#F1 #FFTB @cryptocom",F1,504,45
2022-11-16 13:23:17+00:00,"It's time to vote for your favourite overtake from the #BrazilGP! 🤩

Who will you be choosing? 👀

#F1 #FFTB @cryptocom https://t.co/cHYSDJ9u5e",F1,2928,321
2022-11-16 12:45:00+00:00,"Searching for the perfect Christmas jumper for an F1 fan? 😃

Pullover and take a look at the festive treats on offer in the F1 Store! 🎄

#F1",F1,1128,67
2022-11-16 12:00:00+00:00,"It's Sebastian Vettel's 299th and final F1 race this weekend 😢

The much-loved four-time world champ opens up about his glittering career, the highs and lows, the friendships, the rivalries, and his upcoming farewell in Abu Dhabi

#F1BeyondTheGrid #DankeSeb",F1,14036,1296
2022-11-16 11:03:00+00:00,"We think everyone saw that move, Carlos! 😄👏

#AbuDhabiGP #F1 https://t.co/huGcT64UuU",F1,6795,376
2022-11-16 10:23:00+00:00,"Many happy returns, Christian! 🎂

We hope you have a great day 🥳

#F1 @redbullracing https://t.co/RvCumVqsOy",F1,40461,1731
2022-11-16 09:42:53+00:00,"The press conference question that kept going...and going 😆

#AbuDhabiGP #F1 https://t.co/AytsWG7O6r",F1,33541,2664
2022-11-15 22:13:00+00:00,"All the emotions came out for Seb's first win for @ScuderiaFerrari 🤩💫

#DankeSeb #F1 https://t.co/P7XhBKVe1w",F1,12435,1314
2022-11-15 21:44:00+00:00,"P16 ➡️ P8

Esteban Ocon was full of praise for his team after finishing P8 on Sunday

#BrazilGP #F1

https://t.co/1ol3KdzDCt",F1,1463,62
2022-11-15 21:05:00+00:00,"A tense title battle was decided at a dramatic final race in 2016 ⚔️

And it was @NicoRosberg who held his nerve to race to world championship gold 🏆

#AbuDhabiGP #F1 https://t.co/s6f4KNWRso",F1,4513,293
2022-11-15 20:33:00+00:00,"Seb signed off with a final sing-song for @ScuderiaFerrari back in 2020 ❤️📻

#DankeSeb #F1 https://t.co/XyOBnMazIV",F1,16624,1747
2022-11-15 20:01:00+00:00,"Fernando waited for the perfect moment to attack 🎯

Relive the best onboards from a wild #BrazilGP 🍿

#F1 #FlyEmiratesFlyBetter @emirates",F1,3922,251
2022-11-15 19:39:00+00:00,"“We’re not competitive enough compared to the cars around us. It didn’t really matter what strategy we would do” 🗣️

#BrazilGP #F1

https://t.co/2Nee3DgNOy",F1,2034,67
2022-11-15 19:01:00+00:00,"Ice cool over the airwaves ❄️📻

@GeorgeRussell63 &amp; his race engineer kept it cool under pressure 👊

#BrazilGP @MercedesAMGF1 https://t.co/GFEsN7i7gu",F1,12216,585
2022-11-15 18:12:00+00:00,"A disappointing race for the Williams duo in Sao Paulo

#BrazilGP #F1

https://t.co/W1uGMPrVgc",F1,1241,47
2022-11-15 17:45:00+00:00,"Coach Valtteri 🤩

@ValtteriBottas offered his team mate some advice during #F1Sprint 👊

#BrazilGP @alfaromeoorlen https://t.co/c28Mke2Y2b",F1,17153,931
2022-11-15 17:00:01+00:00,"Britain's 20th #F1 winner... @GeorgeRussell63 🇬🇧🤩

#BrazilGP @MercedesAMGF1 https://t.co/Roo1fjP4Dd",F1,20616,872
2022-11-15 16:28:00+00:00,"A lovely move from Seb at Interlagos 😎🇧🇷

#BrazilGP @AstonMartinF1 https://t.co/3weDDQhTjU",F1,3215,164
2022-11-15 15:56:16+00:00,"That's DHL Fastest Pit Stop Award No.10 for @redbullracing in 2022 👏

Check out the leaderboard 👉 https://t.co/F2dWiQoaSC

#BrazilGP #MomentsThatDeliver @DHL_Motorsports https://t.co/UGrSjTtBcn",F1,1991,117
2022-11-15 15:00:03+00:00,"Mauro Forghieri, legendary Ferrari designer of the 1960s and 70s, passed away last week, aged 87

We take a look at the Italian's finest work - the Ferrari 312T 💫

#F1

https://t.co/MHB0pkuwsi",F1,1233,81
2022-11-15 14:05:00+00:00,"Valtteri on the gas down the main straight! 👊

#BrazilGP #F1 https://t.co/hZ8aoW4C3p",F1,2373,114
2022-11-15 13:45:00+00:00,"Alfa Romeo: 55 points
Aston Martin: 50 points

Aston Martin left Brazil frustrated after being outscored by their main rivals in the Constructors' standings

#BrazilGP #F1

https://t.co/wxKsc14qf8",F1,2087,60
2022-11-15 13:21:00+00:00,"Lando saw a gap at the start of the race and went for it 🤏

#BrazilGP #F1 https://t.co/YkqgkZnJ1i",F1,9085,278
2022-11-15 12:40:00+00:00,"The two key reasons why Ferrari opted against switching their drivers on Sunday 👀

#BrazilGP #F1

https://t.co/Vmngq5yOEZ",F1,1461,51
2022-11-15 11:51:27+00:00,"Just a kid with a dream 💫

@GeorgeRussell63 took his maiden win at the same track where he made his F1 weekend debut 🤩

#BrazilGP @MercedesAMGF1 https://t.co/W0vsfspX7K",F1,6129,366
2022-11-15 10:32:44+00:00,"K-Mag's maiden pole on Friday made Denmark the 24th nation to achieve pole position in #F1! 🤩🇩🇰

#BrazilGP @KevinMagnussen https://t.co/OHc6Jc5Nw4",F1,21193,717
2022-11-15 09:38:14+00:00,"The world’s first official F1 exhibition 🤩

Lift the lid on Formula 1’s past, present and future 👇

#F1 @F1Exhibition",F1,2469,231
2022-11-15 08:12:00+00:00,"Leclerc sweeps past Perez to cap a superb recovery drive 👏

#BrazilGP @ScuderiaFerrari https://t.co/CkQ3Y7dxAO",F1,6159,365
2022-11-14 22:39:00+00:00,"Lando has had better birthdays 😔

#BrazilGP #F1 https://t.co/5sl5X0WOUJ",F1,13439,546
2022-11-14 22:03:00+00:00,"Super driving from Sainz... first Stroll, then Schumacher! 👌

#BrazilGP #F1 https://t.co/e6yK8nKhRd",F1,3305,213
2022-11-14 21:35:00+00:00,"Gold star for the tash ⭐️ 
Two valuable points for @alfaromeoorlen 👍

Well played Valtteri 👏

#BrazilGP #F1 

https://t.co/AHcQWEqTIm",F1,2353,85
2022-11-14 21:21:00+00:00,"📻: ""Proud of you guys, one more to go!"" 

Fernando Alonso signed off his penultimate race for Alpine with a mighty comeback from P17 to P5! 💪

Relive the Spaniard's elation and more with our Best Team Radio from Brazil 🎧

#BrazilGP #F1 @alo_oficial @AlpineF1Team",F1,4697,253
2022-11-14 21:06:00+00:00,"Russell nails the restart 💪

#BrazilGP #F1 https://t.co/zBNMcPG3lz",F1,3316,177
2022-11-14 20:30:00+00:00,"Wins maiden race *and* bags extra point for taking the @DHL_Motorsports Fastest Lap Award 👏 &gt;&gt; https://t.co/sOAsD9qoly

There was no stopping @GeorgeRussell63 at the weekend 💪

#BrazilGP #MomentsThatDeliver https://t.co/MQGZ9w14YD",F1,1917,132
2022-11-14 20:18:39+00:00,"Are Mercedes back in business?! 👀

On this week's episode of #F1Nation, we look back on a phenomenal weekend for the Silver Arrows with @HillF1 @TomClarksonF1 and @lawrobarretto 🎧

LISTEN NOW 👉 https://t.co/6ATO9d7qCD

#BrazilGP #F1 

https://t.co/ZPpIq3p579",F1,920,54
2022-11-14 20:00:01+00:00,"It seems George Russell won everything at the weekend! 😃

Including having the fastest reaction time off the line ⏱ 

#BrazilGP #F1Insights @awscloud https://t.co/krrwGCgXLI",F1,8418,343
2022-11-14 19:31:00+00:00,"“If Saturday was a low point in our season, Sunday is certainly up there as a high""

Fernando Alonso looks back on the roller-coaster weekend in his penultimate outing with @AlpineF1Team 

#BrazilGP #F1 

https://t.co/piUS4TrCID",F1,1948,66
2022-11-14 18:45:00+00:00,"Charles or Checo? 

Who you backing to win this race? ✍️

#AbuDhabiGP #F1 https://t.co/oiTbRLo3rl",F1,51070,2576
2022-11-14 17:47:00+00:00,"A brilliant display of wheel-to-wheel racing from Lewis and Checo ⚔️

#BrazilGP #F1 https://t.co/6e6TaRQx35",F1,4955,307
2022-11-14 16:38:00+00:00,"From a low... to the ultimate high ❤️

#F1 @GeorgeRussell63 https://t.co/Z3eBYp0RuO",F1,11683,623
2022-11-14 15:43:00+00:00,"🗓 #OnThisDay 

Twelve years ago, Sebastian Vettel won his first world title 👑

This Sunday he bids farewell to F1 at the same track 😢

#AbuDhabiGP #F1 https://t.co/RLuHjBAQYr",F1,13899,1977
2022-11-14 15:05:00+00:00,"Two overtakes for the price of one for Max ✌️

#BrazilGP #F1 https://t.co/gmXeEvA1M8",F1,4780,293
2022-11-14 14:22:00+00:00,"“The team never stopped believing""

Toto Wolff praises the fighting spirit of @MercedesAMGF1 after claiming first win of the season at Interlagos 👏

#BrazilGP #F1 

https://t.co/niB4pp7Ino",F1,2113,104
2022-11-14 13:52:43+00:00,"""Time flies... you need to make the most of every single moment""

#BrazilGP @GeorgeRussell63 https://t.co/GQWgP1RbCl",F1,11603,858
2022-11-14 12:47:00+00:00,"“Checo deserves that second place... we will do our very best to support that, to achieve that in Abu Dhabi” - Christian Horner 

The Red Bull boss reacts to the team orders controversy at Interlagos

#BrazilGP #F1  

https://t.co/AmGXHbEUs6",F1,10877,476
2022-11-14 12:10:00+00:00,"Fernando Alonso did not hold back on his way to fifth! 🚀

#BrazilGP #F1 https://t.co/Ers1mfKlRM",F1,5214,362
2022-11-14 11:20:00+00:00,"POV: You're @GeorgeRussell63's first beverage as a Grand Prix winner 🍾

#BrazilGP #F1 @FerrariTrento https://t.co/cxP3fc3YTe",F1,6798,447
2022-11-14 10:35:00+00:00,"A challenging day in Sao Paulo for Max

#BrazilGP #F1 

https://t.co/8TtFqc3GUm",F1,1689,63
2022-11-14 10:15:00+00:00,"¡Vamos Carlos! 🌶️

@Carlossainz55 claimed his 15th podium after this move on Sergio Perez in Brazil

#BrazilGP #F1 https://t.co/Y2Gw1wXRAa",F1,3720,270
2022-11-14 09:40:00+00:00,"One final time in 2022... It's race week!

#BrazilGP 👉 #AbuDhabiGP https://t.co/MQu3nYsE62",F1,30937,2616
2022-11-14 09:07:00+00:00,"At long last, the sweet taste of victory for @MercedesAMGF1 in 2022 🤩

#BrazilGP #F1 https://t.co/xu9vc2GDi0",F1,9134,571
2022-11-14 08:33:00+00:00,"There was action in Brazil from the very first lap! 

#BrazilGP #F1 https://t.co/pMHdPX32KB",F1,3422,235
2022-11-14 01:03:41+00:00,"Soak it in, @GeorgeRussell63 😁

#BrazilGP #F1 @MercedesAMGF1 https://t.co/M2yyOd2424",F1,12166,612
2022-11-14 00:27:22+00:00,"""Mamma mia"" 😁

After a tough start to the weekend and an eventful race for Charles Leclerc, @ScuderiaFerrari left Sao Paulo with a big haul of points

#BrazilGP #F1 https://t.co/idk2cWCBeU",F1,5526,394
2022-11-13 23:56:00+00:00,"Danny Ric gets a three-place grid drop for Abu Dhabi

#BrazilGP #F1 

https://t.co/OlnB4Mkkhh",F1,3069,144
2022-11-13 23:45:00+00:00,"Less than one lap into the race, and disaster struck 😩

#BrazilGP #F1 https://t.co/Nj6D7ohLM6",F1,4654,275
2022-11-13 23:37:00+00:00,"🤏 19 points between Ferrari and Mercedes
🤏 19 points between Alpine and McLaren

#BrazilGP #F1 https://t.co/57Dm1LQsml",F1,10098,694
2022-11-13 23:30:00+00:00,"Drama for Lewis and Max in Brazil 😱

#BrazilGP #F1 https://t.co/kxWTURTv8A",F1,3673,379
2022-11-13 23:21:00+00:00,"After a tough time in Saturday's #F1Sprint, a majestic turnaround for the @AlpineF1Team duo on Sunday!

Double points for @OconEsteban and @alo_oficial 💪

#BrazilGP #F1 https://t.co/ZEVXLX7zOs",F1,5563,228
2022-11-13 23:16:00+00:00,"This man finished fourth on Sunday.

An epic comeback from @Charles_Leclerc 👏

#BrazilGP #F1 @ScuderiaFerrari https://t.co/sAUZ9GNtCT",F1,15288,1001
2022-11-13 23:07:00+00:00,"📍 On top of the world!

#BrazilGP #F1 @MercedesAMGF1 https://t.co/sPfBC6vjhi",F1,18483,1173
2022-11-13 22:55:00+00:00,"The drinks are on you, right @Carlossainz55? 😉🍻

#BrazilGP #F1 https://t.co/BcHrxsmH3K",F1,28832,1684
2022-11-13 22:47:11+00:00,"A huge collision for Charles Leclerc... but amazingly, he recovered to fourth! 😱

#BrazilGP #F1 https://t.co/rAcCTSxfTZ",F1,4497,451
2022-11-13 22:32:00+00:00,"Tension after the flag for Max and Checo 🏁

#BrazilGP #F1 https://t.co/hyEX5OZwa9",F1,80154,8224
2022-11-13 22:20:00+00:00,"Catch up on one of the races of the season!

#BrazilGP #F1",F1,1616,104
2022-11-13 22:11:28+00:00,"Clash of the titans 💥

#BrazilGP #F1 https://t.co/FI7yybKlab",F1,15705,732
2022-11-13 21:51:03+00:00,"Quick chat with the boss before some well-earned bubbly! 🍾

#BrazilGP #F1 https://t.co/QWwR1p6UMs",F1,6590,515
2022-11-13 21:37:00+00:00,"The genuine happiness on @LandoNorris's face for one of his best buddies 🥺

#BrazilGP #F1 @GeorgeRussell63 https://t.co/nImU9PA6t8",F1,12140,608
2022-11-13 21:33:00+00:00,"George Russell is the type of guy who wins Formula 1 races.

#BrazilGP #F1

https://t.co/ZKSpQ77Yjy",F1,3273,227
2022-11-13 21:24:46+00:00,"That battle for second rumbles on to Yas Marina!

#BrazilGP #F1 https://t.co/GxeSHYETz1",F1,25717,1541
2022-11-13 21:05:57+00:00,"21st time's the charm for @MercedesAMGF1 💪

#BrazilGP #F1 https://t.co/9ct5Q25axd",F1,6373,540
2022-11-13 20:50:33+00:00,"That kid with a dream is now a Grand Prix winner. 🥹

#BrazilGP #F1 https://t.co/i1cncEHhX5",F1,24375,2093
2022-11-13 20:29:46+00:00,"After 71 laps of mayhem, these lot take home the points 👇

#BrazilGP #F1 https://t.co/f9JXRGG9iJ",F1,9664,1175
2022-11-13 20:27:24+00:00,"The first of how many 1-2s for George and Lewis? 

#BrazilGP #F1 https://t.co/YamOesV7gk",F1,10413,761
2022-11-13 20:24:11+00:00,"Three years ago, @Carlossainz55 took his first podium at Interlagos... now, he picks up the 15th of his career!

Vamos, Carlos 💪

#BrazilGP #F1 https://t.co/QRrKX3fVuG",F1,9144,704
2022-11-13 20:18:49+00:00,"LAP CHARTS

That. Was. Nuts. 🔀

#BrazilGP #F1 https://t.co/sYa4bAett3",F1,7383,604
2022-11-13 20:15:44+00:00,"God Save The King rings out on an F1 podium for the first time 🇬🇧

#BrazilGP #F1 https://t.co/G02RpMUigA",F1,21941,1392
2022-11-13 20:11:09+00:00,"He won the Sprint on Saturday, and on Sunday he went the distance! Your newest Grand Prix winner, Mr @GeorgeRussell63!

#BrazilGP #F1 https://t.co/97SGdUOXig",F1,12267,1647
2022-11-13 20:09:01+00:00,"And breathe! 😅

Full classification after the most edge-of-your-seat race of 2022!

#BrazilGP #F1 https://t.co/HUKJLAYUuO",F1,4850,622
2022-11-13 20:06:40+00:00,"Lewis Hamilton do Brasiiiiil! 🇧🇷

@LewisHamilton's P2 drive earns him #F1DriverOfTheDay in Sao Paulo 👏

#BrazilGP #F1 @salesforce https://t.co/Xjvx9daXwp",F1,53441,5803
2022-11-13 19:59:54+00:00,"King George 👑

#BrazilGP #F1 https://t.co/ttyVnPCWfI",F1,46416,4255
2022-11-13 19:56:36+00:00,"First victory? That deserves a video call from the boss! 🤳

#BrazilGP #F1 https://t.co/GkASPv3XAj",F1,16994,1242
2022-11-13 19:50:39+00:00,"The emotions come flooding out for our new winner 🥺

Yes @GeorgeRussell63... you really did THAT!

#BrazilGP #F1 https://t.co/BLVZrWfjkb",F1,34281,2776
2022-11-13 19:47:02+00:00,"Our 113th Grand Prix winner... GEORGE!! 🖤

#BrazilGP #F1 https://t.co/1xcXwwsaqd",F1,67942,9030
2022-11-13 19:42:50+00:00,"GEORGE RUSSELL IS A GRAND PRIX WINNER!

He masterfully takes his maiden win, and @MercedesAMGF1's first of 2022!

#BrazilGP #F1 @GeorgeRussell63 https://t.co/TkY17hWQAY",F1,87872,15836
2022-11-13 19:41:21+00:00,"LAP 70/71

Just one more to go for @MercedesAMGF1 👏

#BrazilGP #F1 https://t.co/afy0v7deIx",F1,3665,257
2022-11-13 19:34:33+00:00,"LAPS 63-64/71

Sainz sneaks past Perez for third! One lap later, Leclerc blasts through past the Red Bull to take fourth

#BrazilGP #F1 https://t.co/OrKeDMvfQH",F1,2157,186
2022-11-13 19:29:22+00:00,"LAP 60/71

We're back at it in Brazil! Russell leads Hamilton, Perez, Sainz... and Leclerc moves up to fifth!

#BrazilGP #F1 https://t.co/fkfw0ODfUM",F1,1880,197
2022-11-13 19:24:04+00:00,"This one's impossible to call... who's taking the win?!

#BrazilGP #F1",F1,1524,104
2022-11-13 19:21:54+00:00,"Time to vote for your @salesforce Driver of the Day! 🗳️

Pick your driver here 👇

#BrazilGP #F1",F1,1147,82
2022-11-13 19:20:53+00:00,"LAP 56/71

RUS 📻: ""So what are we doing? Racing? Or securing the 1-2?""

Mercedes: ""You are racing, just be respectful""

#BrazilGP #F1 https://t.co/LPPXcJDKRv",F1,15043,548
2022-11-13 19:18:46+00:00,"FULL Safety Car! (LAP 55/71)

Norris' car proves difficult to recover and the Safety Car returns!

Game. On. 👊

#BrazilGP #F1 https://t.co/zL23ee7JMd",F1,1765,185
2022-11-13 19:15:35+00:00,"VIRTUAL SAFETY CAR (LAP 53/71)

Lando Norris pulls over, ending a heart-wrenching day for McLaren 😞

#BrazilGP #F1 https://t.co/KSWSyTZQKm",F1,2982,255
2022-11-13 19:05:09+00:00,"LAP 45/71

Hamilton piles the pressure on Perez for second place, and gets past into Turn 1 💪

#BrazilGP #F1 https://t.co/M8weYF7UZX",F1,1937,193
